Symbol;Security name;ISIN;Issuer;Fiscal / Unique Code;Shares;Face value;CAEN Code;District;Country;Exchange segment;Main Market;Tier;Status;Trading Model Type;Price steps list
AAG;AAGES S.A.;ROAAGEACNOR7;S.C AAGES S.A.;1196550;10000000;0.2000;2711;MURES;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
ALR;ALRO S.A.;ROALROACNOR0;ALRO S.A.;1515374;713779135;0.5000;2442;OLT;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
ALT;ALTUR S.A.;ROALTCACNOR1;ALTUR S.A.;1520249;824388338;0.1000;2932;OLT;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
ALU;ALUMIL ROM INDUSTRY S.A.;ROALUMACNOR8;ALUMIL ROM INDUSTRY S.A.;10042631;31250000;0.2000;4672;BUCURESTI;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
ARM;ARMATURA S.A.;ROARMAACNOR7;ARMATURA S.A.;199001;40000000;0.1000;2814;CLUJ;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
ARS;AEROSTAR S.A.;ROAEROACNOR5;AEROSTAR S.A.;950531;152277450;0.3200;3030;BACAU;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
ARTE;ARTEGO SA;ROARTEACNOR4;ARTEGO SA;2157428;8956165;2.5000;2219;GORJ;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
ATB;ANTIBIOTICE S.A.;ROATBIACNOR9;ANTIBIOTICE S.A.;1973096;671338040;0.1000;2110;IASI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM1
BCM;CASA DE BUCOVINA-CLUB DE MUNTE;ROBUCMACNOR5;CASA DE BUCOVINA-CLUB DE MUNTE;10376500;162319412;0.1000;5510;SUCEAVA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
BIO;BIOFARM S.A.;ROBIOFACNOR9;BIOFARM S.A.;341563;985375350;0.1000;2120;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM1
BNET;BITTNET SYSTEMS SA BUCURESTI;ROBNETACNOR1;BITTNET SYSTEMS SA;21181848;229049725;0.1000;6202;BUCURESTI;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM2
BRD;BRD - GROUPE SOCIETE GENERALE S.A.;ROBRDBACNOR2;BRD - GROUPE SOCIETE GENERALE S.A.;361579;696901518;1.0000;6419;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM3
BRK;SSIF BRK FINANCIAL GROUP SA;ROBRKOACNOR0;SSIF BRK FINANCIAL GROUP SA;6738423;337749919;0.1600;6612;CLUJ;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
BRM;BERMAS S.A.;ROBEMAACNOR3;BERMAS S.A.;723636;21553049;0.7000;1105;SUCEAVA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
BVB;BURSA DE VALORI BUCURESTI SA;ROBVBAACNOR0;BURSA DE VALORI BUCURESTI SA;17777754;8049246;10.0000;6611;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
CAOR;SIF HOTELURI SA;ROCAORACNOR9;SIF HOTELURI SA;56150;32142441;2.5000;5630;BIHOR;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
CBC;CARBOCHIM S.A.;ROCBCHACNOR3;CARBOCHIM S.A.;201535;4930175;2.5000;2391;CLUJ;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
CEON;CEMACON SA;ROCEONACNOR0;CEMACON SA;677858;505653533;0.1000;2332;CLUJ;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM2
CMCM;COMCM SA CONSTANTA;ROCMCMACNOR0;COMCM SA CONSTANTA;1868287;236316678;0.1000;2363;CONSTANTA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
CMF;COMELF S.A.;ROCMBFACNOR6;COMELF S.A.;568656;22476423;0.5800;2892;BISTRITA-NASAUD;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
CMP;COMPA S. A.;ROCMPSACNOR9;COMPA S. A.;788767;218821038;0.1000;2932;SIBIU;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM2
CNTE;CONTED SA;ROCNTEACNOR9;CONTED SA;622445;239702;9.5300;1413;BOTOSANI;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
COMI;CONDMAG S.A.;ROCOMIACNOR3;CONDMAG S.A.;1100008;381335751;0.1000;4221;BRASOV;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
COS;COS TARGOVISTE S.A.;ROCOSUACNOR5;COS TARGOVISTE S.A.;913720;68850123;2.5000;2410;DAMBOVITA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
COTE;CONPET SA;ROCOTEACNOR7;CONPET SA;1350020;8657528;3.3000;4950;PRAHOVA;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
COTR;TRANSILVANIA CONSTRUCTII SA;ROCOTRACNOR9;TRANSILVANIA CONSTRUCTII SA;199044;799751;33.0000;6820;CLUJ;RO;BSE;REGS;Standard;Suspended;Continuous trading;shareM1
DAFR;DAFORA SA;RODAFRACNOR5;DAFORA SA;7203436;1002323294;0.1000;0910;SIBIU;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM2
DIGI;Digi Communications N.V.;NL0012294474;Digi Communications N.V.;808800322;100000000;-;-;-;NL;BSE;REGS;Int'l;Tradeable;Continuous trading;shareM2
EBS;Erste Group Bank AG;AT0000652011;Erste Group Bank AG;15361506;429800000;-;6419;-;AT;BSE;REGS;Int'l;Tradeable;Continuous trading;shareM5
ECT;GRUPUL INDUSTRIAL ELECTROCONTACT S.A.;ROELBOACNOR6;GRUPUL INDUSTRIAL ELECTROCONTACT S.A.;607321;145000000;0.1000;2712;BOTOSANI;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
EFO;TURISM, HOTELURI, RESTAURANTE MAREA NEAGRA S.A.;ROEFRIACNOR6;TURISM, HOTELURI, RESTAURANTE MAREA NEAGRA S.A.;2980547;578949939;0.1000;5510;CONSTANTA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM2
EL;SOCIETATEA ENERGETICA ELECTRICA S.A.;ROELECACNOR5;SOCIETATEA ENERGETICA ELECTRICA S.A.;13267221;346443597;10.0000;7022;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
ELGS;ELECTROARGES SA;ROELGSACNOR6;ELECTROARGES SA CURTEA DE ARGES;156027;69764650;0.1000;2751;ARGES;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
ELJ;ELECTROAPARATAJ S.A.;ROELJBACNOR6;ELECTROAPARATAJ S.A.;51;46676889;0.1000;2712;DAMBOVITA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
ELMA;ELECTROMAGNETICA SA;ROELMAACNOR2;ELECTROMAGNETICA SA;414118;676038704;0.1000;2651;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM1
ENP;COMPANIA ENERGOPETROL S.A.;ROENPCACNOR7;COMPANIA ENERGOPETROL S.A.;1323700;2024655;2.5000;4321;PRAHOVA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
EPT;ELECTROPUTERE S.A.;ROELPUACNOR3;ELECTROPUTERE S.A.;6312800;1037602913;0.1000;2711;DOLJ;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
FP;FONDUL PROPRIETATEA;ROFPTAACNOR5;FONDUL PROPRIETATEA;18253260;7210158254;0.5200;6430;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
IARV;IAR SA Brasov;ROIARVACNOR1;IAR SA Brasov;1132930;18878853;2.5000;3030;BRASOV;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM2
IMP;IMPACT DEVELOPER & CONTRACTOR S.A.;ROIMPCACNOR0;IMPACT DEVELOPER & CONTRACTOR S.A.;1553483;265000000;1.0000;4110;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM1
M;MedLife S.A.;ROMEDLACNOR6;Med Life S.A.;8422035;22145082;0.2500;8622;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
MCAB;ROMCAB SA;ROMCABACNOR7;ROMCAB SA;7947193;9386066;2.5000;2731;MURES;RO;BSE;REGS;Standard;Suspended;Continuous trading;shareM1
MECE;MECANICA FINA SA;ROMECEACNOR3;MECANICA FINA SA;655;3705956;2.5000;2651;BUCURESTI;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
MECF;MECANICA CEAHLAU;ROMECFACNOR0;MECANICA CEAHLAU;2045262;239908460;0.1000;2830;NEAMT;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
NAPO;SOCIETATEA DE CONSTRUCTII NAPOCA SA;RONAPOACNOR0;SOCIETATEA DE CONSTRUCTII NAPOCA SA;199117;6231454;1.0000;4120;CLUJ;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
OIL;OIL TERMINAL S.A.;ROOILTACNOR9;OIL TERMINAL S.A.;2410163;582430253;0.1000;5224;CONSTANTA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM2
PBK;PATRIA BANK S.A.;ROBACRACNOR6;PATRIA BANK S.A.;11447021;3115330575;0.1000;6419;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
PPL;PROMATERIS S.A.;ROPRLAACNOR7;PROMATERIS S.A.;108;17072385;1.0000;2229;Ilfov;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
PREB;PREBET SA AIUD;ROPREBACNOR0;PREBET SA AIUD;1763841;45553043;0.1800;2361;ALBA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM2
PREH;PREFAB SA;ROPREHACNOR7;PREFAB SA;1916198;48533419;0.5000;2361;BUCURESTI;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
PTR;ROMPETROL WELL SERVICES S.A.;ROPESAACNOR0;ROMPETROL WELL SERVICES S.A.;1346607;278190900;0.1000;0910;PRAHOVA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
RMAH;FARMACEUTICA REMEDIA SA;RORMAHACNOR2;FARMACEUTICA REMEDIA SA;2115198;106089800;0.1000;4773;HUNEDOARA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
ROCE;ROMCARBON SA;ROROCEACNOR1;ROMCARBON SA;1158050;264122096;0.1000;2222;BUZAU;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM2
RPH;ROPHARMA SA;ROIAFRACNOR4;ROPHARMA SA;1962437;511267413;0.1000;4773;BRASOV;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
RRC;ROMPETROL RAFINARE S.A.;ROPTRMACNOR5;ROMPETROL RAFINARE S.A.;1860712;44109205726;0.1000;1920;CONSTANTA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
RTRA;RETRASIB SA;RORTRAACNOR6;RETRASIB SA;3906360;4663501;0.1000;2711;SIBIU;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
SCD;ZENTIVA S.A.;ROSCDBACNOR8;ZENTIVA S.A.;336206;697017040;0.1000;2120;BUCURESTI;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
SCPS;NATURA QUATTUOR ENERGIA HOLDINGS;ROSCPSACNOR6;NATURA QUATTUOR ENERGIA HOLDINGS;2695737;45566110;0.1000;6420;BUCURESTI;RO;BSE;REGS;Standard;Suspended;Continuous trading;shareM1
SFG;Sphera Franchise Group;ROSFGPACNOR4;SPHERA FRANCHISE GROUP;37586457;38799340;15.0000;7010;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
SIF1;SIF BANAT CRISANA S.A.;ROSIFAACNOR2;SIF BANAT CRISANA S.A.;2761040;515422363;0.1000;6499;ARAD;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
SIF2;SIF MOLDOVA S.A.;ROSIFBACNOR0;SIF MOLDOVA S.A.;2816642;989479176;0.1000;6499;BACAU;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
SIF3;SIF TRANSILVANIA S.A.;ROSIFCACNOR8;SIF TRANSILVANIA S.A.;3047687;2162443797;0.1000;6499;BRASOV;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
SIF4;SIF MUNTENIA S.A.;ROSIFDACNOR6;SIF MUNTENIA S.A.;3168735;784645201;0.1000;6499;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
SIF5;SIF OLTENIA S.A.;ROSIFEACNOR4;SIF OLTENIA S.A.;4175676;522149143;0.1000;6499;DOLJ;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
SNG;S.N.G.N. ROMGAZ S.A.;ROSNGNACNOR3;S.N.G.N. ROMGAZ S.A.;14056826;385422400;1.0000;0620;SIBIU;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM3
SNN;S.N. NUCLEARELECTRICA S.A.;ROSNNEACNOR8;S.N. NUCLEARELECTRICA S.A.;10874881;301643894;10.0000;3511;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM3
SNO;SANTIERUL NAVAL ORSOVA S.A.;ROSAUVACNOR4;SANTIERUL NAVAL ORSOVA S.A.;1614734;11422919;2.5000;3011;MEHEDINTI;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
SNP;OMV PETROM S.A.;ROSNPPACNOR9;OMV PETROM S.A.;1590082;56644108335;0.1000;0610;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM3
SOCP;SOCEP S.A.;ROSOCPACNOR5;SOCEP S.A.;1870767;353991490;0.1000;5224;CONSTANTA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
STZ;SINTEZA S.A.;ROSTZOACNOR8;SINTEZA S.A.;67329;66112590;0.1500;2014;BIHOR;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
TBK;TRANSILVANIA BROKER DE ASIGURARE;ROTBKAACNOR5;TRANSILVANIA BROKER DE ASIGURARE SA;19044296;2500000;0.2000;6622;BISTRITA-NASAUD;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
TBM;TURBOMECANICA S.A.;ROTBMBACNOR9;TURBOMECANICA S.A.;3156315;369442475;0.1000;3030;BUCURESTI;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM2
TEL;C.N.T.E.E. TRANSELECTRICA;ROTSELACNOR9;C.N.T.E.E. TRANSELECTRICA;13328043;73303142;10.0000;3512;BUCURESTI;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
TGN;S.N.T.G.N. TRANSGAZ S.A.;ROTGNTACNOR8;S.N.T.G.N. TRANSGAZ S.A.;13068733;11773844;10.0000;4950;SIBIU;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM2
TLV;BANCA TRANSILVANIA S.A.;ROTLVAACNOR1;BANCA TRANSILVANIA S.A.;5022670;5737699709;1.0000;6419;CLUJ;RO;BSE;REGS;Premium;Tradeable;Continuous trading;shareM3
TRP;TERAPLAST SA;ROTRPLACNOR7;TERAPLAST SA;3094980;1743200478;0.1000;2221;BISTRITA-NASAUD;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM2
TUFE;TURISM FELIX S.A.;ROTUFEACNOR7;TURISM FELIX S.A.;108526;496149456;0.1000;5510;BIHOR;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
UAM;UAMT S.A.;ROUAMTACNOR1;UAMT S.A.;54620;39481911;0.4500;2932;BIHOR;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
UCM;UCM RESITA S.A.;RORESYACNOR6;UCM RESITA S.A.;1056654;109933904;0.1000;2811;BUCURESTI;RO;BSE;REGS;Standard;Suspended;Continuous trading;shareM1
UZT;UZTEL S.A.;ROUZTEACNOR5;UZTEL S.A.;1352846;5365459;2.5000;2892;PRAHOVA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
VESY;VES SA;ROVESYACNOR8;VES SA;1223604;18817190;0.1000;2599;MURES;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
VNC;VRANCART SA;ROVRJUACNOR7;VRANCART SA;1454846;1031683547;0.1000;1721;VRANCEA;RO;BSE;REGS;Standard;Tradeable;Continuous trading;shareM1
WINE;PURCARI WINERIES PUBLIC COMPANY LIMITED;CY0107600716;PURCARI WINERIES PUBLIC COMPANY LIMITED;HE 201949;20000000;-;-;-;CY;BSE;REGS;Int'l;Tradeable;Continuous trading;shareM2
2P;2PERFORMANT NETWORK;ROZMYY1W6LM9;2PERFORMANT NETWORK SA;26405652;1054426;0.1000;6209;BUCURESTI;RO;ATS;XRS1;AeRO Premium;Tradeable;Continuous trading;shareM1
ADMY;ADMET SA GALATI;ROADMYACNOR7;ADMET SA GALATI;1628551;525963;2.5000;4672;GALATI;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
ADS;ADIDAS AG ;DE000A1EWWW0;ADIDAS AG ;HRB 3868;209216186;-;-;-;DE;ATS;XRSI;Intl-MTS;Tradeable;Continuous trading;shareM5
AGCM;AGROMEC SA CIOROGARLA;ROAGCMACNOR6;AGROMEC SA CIOROGARLA;2605572;36000;2.5000;6820;ILFOV;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
AGQR;AGROMEC SA RM. VALCEA;ROAGQRACNOR5;AGROMEC SA RM. VALCEA;1467544;36176;2.5000;4520;VALCEA;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
ALB;ALBAPAM S.A.;ROAPAMACNOR1;ALBAPAM S.A.;1761654;10070600;0.1000;1071;ALBA;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
ALCQ;ALCOM SA TIMISOARA;ROALCQACNOR7;ALCOM SA TIMISOARA;1801848;124136;2.5000;4711;TIMIS;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
ALRV;ALIMENTARA SA Slatina;ROALRVACNOR5;ALIMENTARA SA Slatina;1513357;411106;2.4300;4711;OLT;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
ALV;ALLIANZ SE;DE0008404005;ALLIANZ SE ;HRB 164232;446101300;-;-;-;DE;ATS;XRSI;Intl-MTS;Tradeable;Continuous trading;shareM6
AMAL;INTERNATIONAL CAVIAR CORPORATION SA CALAN;ROAMALACNOR0;INTERNATIONAL CAVIAR CORPORATION SA CALAN;2141715;92516657;0.1000;0322;HUNEDOARA;RO;ATS;XRS1;AeRO Premium;Tradeable;Continuous trading;shareM1
AMPL;AMPLO SA PLOIESTI;ROAMPLACNOR8;AMPLO SA PLOIESTI;1359038;3161161;2.5000;2651;PRAHOVA;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
AMY;AMYLON S.A.;ROAMONACNOR7;AMYLON S.A.;787672;22745183;0.1000;1082;SIBIU;RO;ATS;XRS1;AeRO Standard;Suspended;Continuous trading;shareM1
ANIM;STUDIOUL CINEMATOGRAFIC ANIMAFILM SA BUCURESTI;ROANIMACNOR9;STUDIOUL CINEMATOGRAFIC ANIMAFILM SA BUCURESTI;338819;43094;2.5000;5911;BUCURESTI;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
ANTA;ROMANTA ESTIVAL 2002 SA NEPTUN;ROANTAACNOR1;ROMANTA ESTIVAL 2002 SA NEPTUN;14681611;6131673;0.1000;5510;CONSTANTA;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
ANTE;ANTECO SA PLOIESTI;ROANTEACNOR3;ANTECO SA PLOIESTI;1351808;40934459;0.1000;3109;PRAHOVA;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
ARAX;ARMAX GAZ SA Medias;ROARAXACNOR4;ARMAX GAZ SA Medias;803727;6141798;10.0000;2511;SIBIU;RO;ATS;XRS1;AeRO Base;Tradeable;Continuous trading;shareM1
ARCU;SIFI CLUJ RETAIL SA Bucuresti;ROARCUACNOR6;SIFI CLUJ RETAIL SA Bucuresti;199060;27254859;0.1000;6820;BUCURESTI;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
ARCV;IMOTRUST SA ARAD;ROARCVACNOR4;IMOTRUST SA ARAD;1680630;425744822;0.1000;4110;ARAD;RO;ATS;XRS1;AeRO Premium;Suspended;Continuous trading;shareM1
ARJI;ARTECA SA JILAVA;ROARJIACNOR6;ARTECA SA JILAVA;480871;3716830;2.5000;2219;ILFOV;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
ARMT;CAROMET SA CARANSEBES;ROARMTACNOR7;CAROMET SA CARANSEBES;1066631;12503656;2.5000;2511;CARAS-SEVERIN;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
ARO;ARO-PALACE SA  BRASOV;ROPOSTACNOR9;ARO-PALACE SA  BRASOV;1102041;403201571;0.1000;5510;BRASOV;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
ASC;ASCENDIA SA;ROASCIACNOR9;ASCENDIA SA;21482859;1444444;0.1000;6201;BUCURESTI;RO;ATS;XRS1;AeRO Premium;Tradeable;Continuous trading;shareM1
ASP;RAFINARIA ASTRA ROMANA S.A.;RORAFIACNOR4;RAFINARIA ASTRA ROMANA S.A.;1346828;1135022694;0.1000;1920;PRAHOVA;RO;ATS;XRS1;AeRO Standard;Suspended;Continuous trading;shareM1
ATLK;ATLAS SA GALATI;ROATLKACNOR4;ATLAS SA GALATI;1633833;50116266;0.1000;4941;GALATI;RO;ATS;XRS1;AeRO Standard;Suspended;Continuous trading;shareM1
ATPA;ATHENEE PALACE SA BUCURESTI;ROATPAACNOR6;ATHENEE PALACE SA BUCURESTI;1569250;6325826;0.3000;5510;BUCURESTI;RO;ATS;XRS1;AeRO Standard;Suspended;Continuous trading;shareM1
ATRD;ATELIERELE CFR GRIVITA SA BUCURESTI;ROATRDACNOR6;ATELIERELE CFR GRIVITA SA BUCURESTI;1555026;2551865;2.5000;3020;BUCURESTI;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
AUR;AURORA S.A.;ROAUROACNOR1;AURORA S.A.;2000732;431279;2.5000;1520;IASI;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
AUTQ;AUTONOVA SA SATU MARE;ROAUTQACNOR2;AUTONOVA SA SATU MARE;639110;43500000;0.1000;2932;SATU-MARE;RO;ATS;XRS1;AeRO Standard;Suspended;Continuous trading;shareM1
AUXI;ATM - CONSTRUCT SA PLOIESTI;ROAUXIACNOR1;ATM - CONSTRUCT SA PLOIESTI;1352528;92761;2.5000;4211;PRAHOVA;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
AVIO;AVIOANE SA CRAIOVA;ROAVIOACNOR8;AVIOANE SA CRAIOVA;2326144;13781705;2.5000;3030;DOLJ;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
AVSL;AVICOLA SA SLOBOZIA;ROAVSLACNOR3;AVICOLA SA SLOBOZIA;2073092;2536801;2.5000;0147;IALOMITA;RO;ATS;XRS1;AeRO Standard;Suspended;Continuous trading;shareM1
BADE;BAD SA SUCEAVA;ROBADEACNOR2;BAD SA SUCEAVA;7282162;1377900;0.8300;4672;SUCEAVA;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
BALN;TRATAMENT BALNEAR BUZIAS SA BUZIAS;ROBALNACNOR6;TRATAMENT BALNEAR BUZIAS SA BUZIAS;1849307;158500000;0.1000;5510;TIMIS;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
BAYN;BAYER AG.;DE000BAY0017;BAYER AG.;HRB 48248;826947808;-;-;-;DE;ATS;XRSI;Intl-MTS;Tradeable;Continuous trading;shareM6
BBGA;ALUM SA Tulcea;ROBBGAACNOR1;ALUM SA Tulcea;2360405;82086203;5.9500;2442;TULCEA;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
BIBU;BTT SA BUCURESTI;ROBIBUACNOR5;BTT SA BUCURESTI;1573170;5416686;2.5000;5510;BUCURESTI;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
BLEA;BALEA ESTIVAL 2002 SA NEPTUN;ROBLEAACNOR5;BALEA ESTIVAL 2002 SA NEPTUN;14662555;5050815;0.1000;5510;CONSTANTA;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
BMW;BAYERISCHE MOTOREN WERKE AG;DE0005190003;BAYERISCHE MOTOREN WERKE AG;HRB 42243;601995196;-;-;-;DE;ATS;XRSI;Intl-MTS;Tradeable;Continuous trading;shareM6
BNAT;BANAT ESTIVAL 2002 SA OLIMP;ROBNATACNOR9;BANAT ESTIVAL 2002 SA OLIMP;14662350;3920153;0.1000;5510;CONSTANTA;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
BRCR;BRAICONF SA BRAILA;ROBRCRACNOR0;BRAICONF SA BRAILA;2266085;44815500;0.1000;1414;BRAILA;RO;ATS;XRS1;AeRO Premium;Tradeable;Continuous trading;shareM1
BRNA;ROMNAV SA BRAILA;ROBRNAACNOR3;ROMNAV SA BRAILA;2251084;2171789;1.2000;5040;BRAILA;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
BUCS;BUCOVINA SA SCHEIA;ROBUCSACNOR2;BUCOVINA SA SCHEIA;717030;9671384;0.1000;1051;SUCEAVA;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
BUCU;BUCUR OBOR SA BUCURESTI;ROBUCUACNOR8;BUCUR OBOR SA BUCURESTI;19;13375750;0.1000;4719;BUCURESTI;RO;ATS;XRS1;AeRO Premium;Tradeable;Continuous trading;shareM1
BUCV;BUCUR SA Bucuresti;ROBUCVACNOR6;BUCUR SA Bucuresti;1584234;83275594;0.1000;4639;BUCURESTI;RO;ATS;XRS1;AeRO Premium;Tradeable;Continuous trading;shareM1
CACU;SIFI CJ LOGISTIC SA;ROCACUACNOR8;SIFI CJ LOGISTIC SA;201624;985733;2.5000;4619;BUCURESTI;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
CAIN;CASA ALBA - INDEPENDENTA SA SIBIU;ROCAINACNOR0;CASA ALBA - INDEPENDENTA SA SIBIU;23058338;1466729;2.5000;6820;SIBIU;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
CBKN;COMMERZBANK AG;DE000CBK1001;Commerzbank AG;HRB 32000;1252357634;-;-;-;DE;ATS;XRSI;Intl-MTS;Tradeable;Continuous trading;shareM5
CBOT;COMCEREAL SA BOTOSANI;ROCBOTACNOR3;COMCEREAL SA BOTOSANI;8278020;1131862;2.5000;0111;BOTOSANI;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
CCOM;CEREALCOM SA ALEXANDRIA;ROCCOMACNOR6;CEREALCOM SA ALEXANDRIA;9625020;517938025;0.1000;4621;TELEORMAN;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
CEPO;CEPROCIM SA BUCURESTI;ROCEPOACNOR5;CEPROCIM SA BUCURESTI;449620;1444494;2.5000;7219;BUCURESTI;RO;ATS;XRS1;AeRO Standard;Tradeable;Continuous trading;shareM1
